# x/R,  y/R,  z/R,  Fx (mN),  Fy (mN),  Fz (mN)
-1.536033  0.853411  0.572734  -0.001142  -0.001307  -0.000354
-1.537649  0.852612  0.571823  -0.001776  -0.001291  0.000139
-1.539763  0.851847  0.571320  -0.002216  -0.001226  0.000559
-1.542065  0.851042  0.571343  -0.002427  -0.001240  0.000889
-1.544350  0.850166  0.571855  -0.002529  -0.001257  0.001047
-1.546791  0.849382  0.572651  -0.002602  -0.001225  0.001024
-1.549478  0.848755  0.573478  -0.002527  -0.001352  0.000803
-1.552212  0.847991  0.574027  -0.002405  -0.001646  0.000413
-1.555056  0.847017  0.574136  -0.002590  -0.001712  0.000078
-1.558441  0.846174  0.573995  -0.003280  -0.001287  0.000208
-1.562675  0.845819  0.574228  -0.004160  -0.000590  0.000949
-1.567647  0.845987  0.575426  -0.004729  -0.000020  0.001996
-1.572802  0.846406  0.577644  -0.004793  0.000269  0.002831
-1.577779  0.846780  0.580379  -0.004557  0.000296  0.003065
-1.582504  0.846816  0.582860  -0.004233  0.000238  0.002662
-1.586949  0.846594  0.584605  -0.003847  0.000334  0.002015
-1.590925  0.846435  0.585762  -0.003439  0.000617  0.001602
-1.594381  0.846652  0.586769  -0.003148  0.000809  0.001553
-1.597426  0.847076  0.587875  -0.003029  0.000611  0.001754
-1.600304  0.847335  0.589168  -0.003034  0.000106  0.001986
-1.603302  0.847237  0.590564  -0.002976  -0.000449  0.002129
-1.606404  0.846840  0.591978  -0.002848  -0.000886  0.002106
-1.609636  0.846301  0.593253  -0.002812  -0.001086  0.001961
-1.613033  0.845891  0.594417  -0.002965  -0.000952  0.001746
-1.616710  0.845825  0.595456  -0.003157  -0.000573  0.001520
-1.620455  0.846105  0.596417  -0.003057  -0.000087  0.001304
-1.623669  0.846705  0.597176  -0.002470  0.000371  0.001027
-1.625742  0.847523  0.597597  -0.001649  0.000723  0.000550
-1.626787  0.848513  0.597428  -0.001123  0.000932  -0.000200
-1.627509  0.849542  0.596455  -0.001161  0.000929  -0.000988
-1.628478  0.850426  0.594829  -0.001621  0.000763  -0.001502
-1.629992  0.851124  0.592870  -0.002073  0.000511  -0.001700
-1.631913  0.851601  0.590849  -0.002070  0.000186  -0.001775
-1.633689  0.851765  0.588729  -0.001427  -0.000124  -0.001910
-1.634697  0.851659  0.586510  -0.000362  -0.000224  -0.002221
-1.634598  0.851586  0.583964  0.000756  -0.000044  -0.002687
-1.633423  0.851795  0.580986  0.001662  0.000162  -0.003156
-1.631423  0.852164  0.577529  0.002263  0.000082  -0.003614
-1.628941  0.852289  0.573573  0.002593  -0.000265  -0.004074
-1.626118  0.851979  0.569137  0.002769  -0.000551  -0.004533
-1.623111  0.851383  0.564280  0.002793  -0.000706  -0.004974
-1.620125  0.850478  0.559113  0.002683  -0.001015  -0.005336
-1.617336  0.848967  0.553670  0.002506  -0.001660  -0.005610
-1.614728  0.846636  0.547950  0.002459  -0.002368  -0.005754
-1.611960  0.843821  0.542076  0.002667  -0.002660  -0.005762
-1.608682  0.841159  0.536171  0.002879  -0.002356  -0.005709
-1.605060  0.839136  0.530319  0.002804  -0.001720  -0.005683
-1.601530  0.837758  0.524619  0.002596  -0.001216  -0.005615
-1.598144  0.836665  0.519283  0.002718  -0.001117  -0.005404
-1.594532  0.835432  0.514361  0.003394  -0.001367  -0.005065
-1.590150  0.833861  0.509612  0.004339  -0.001676  -0.004735
-1.585033  0.832076  0.504806  0.005027  -0.001904  -0.004539
-1.579649  0.830177  0.499885  0.005231  -0.002047  -0.004462
-1.574359  0.828234  0.494895  0.005036  -0.002166  -0.004421
-1.569377  0.826232  0.489919  0.004531  -0.002222  -0.004418
-1.564984  0.824338  0.485040  0.003879  -0.002128  -0.004506
-1.561218  0.822672  0.480158  0.003333  -0.001867  -0.004620
-1.557849  0.821305  0.475205  0.003063  -0.001552  -0.004634
-1.554565  0.820101  0.470135  0.003054  -0.001334  -0.004424
-1.551221  0.818948  0.465237  0.003132  -0.001271  -0.003939
-1.548015  0.817750  0.460950  0.003079  -0.001261  -0.003342
-1.545155  0.816628  0.457333  0.002705  -0.001139  -0.002898
-1.542944  0.815676  0.454116  0.001917  -0.001017  -0.002724
-1.541641  0.814693  0.450987  0.000915  -0.001081  -0.002712
-1.541302  0.813347  0.447824  0.000004  -0.001339  -0.002593
-1.541817  0.811531  0.444814  -0.000573  -0.001489  -0.002195
-1.542949  0.809693  0.442316  -0.000888  -0.001254  -0.001523
-1.544626  0.808405  0.440672  -0.001205  -0.000696  -0.000705
-1.546847  0.807986  0.440030  -0.001674  -0.000159  0.000061
-1.549551  0.808179  0.440184  -0.002231  -0.000026  0.000529
-1.552529  0.808369  0.440662  -0.002504  -0.000300  0.000651
-1.555357  0.808132  0.441183  -0.002366  -0.000698  0.000695
-1.557964  0.807319  0.441844  -0.002261  -0.000966  0.000974
-1.560934  0.806055  0.443006  -0.002766  -0.000992  0.001538
-1.564852  0.804638  0.444800  -0.003825  -0.000843  0.002188
-1.569702  0.803307  0.447086  -0.004932  -0.000553  0.002782
-1.575022  0.802412  0.449711  -0.005630  -0.000202  0.003352
-1.580471  0.801996  0.452772  -0.005959  0.000014  0.003907
-1.586141  0.801879  0.456302  -0.006229  0.000065  0.004288
-1.592332  0.801930  0.460151  -0.006556  0.000111  0.004350
-1.599137  0.802201  0.463999  -0.006922  0.000266  0.004151
-1.606333  0.802694  0.467629  -0.007103  0.000535  0.003983
-1.613341  0.803450  0.471152  -0.006962  0.000837  0.004139
-1.619833  0.804401  0.474931  -0.006512  0.001029  0.004653
-1.625753  0.805449  0.479287  -0.005970  0.001049  0.005177
-1.631503  0.806465  0.484011  -0.005630  0.000926  0.005253
-1.637417  0.807365  0.488562  -0.005521  0.000761  0.004792
-1.643459  0.808123  0.492497  -0.005396  0.000625  0.004208
-1.649153  0.808769  0.495994  -0.005025  0.000617  0.003913
-1.654111  0.809455  0.499377  -0.004521  0.000825  0.003898
-1.658383  0.810396  0.502818  -0.004137  0.001132  0.003902
-1.662470  0.811559  0.506224  -0.003987  0.001267  0.003776
-1.666707  0.812648  0.509504  -0.003868  0.001163  0.003570
-1.670952  0.813468  0.512561  -0.003606  0.001094  0.003297
-1.674889  0.814262  0.515148  -0.003301  0.001239  0.002870
-1.678280  0.815288  0.517018  -0.003194  0.001410  0.002192
-1.681537  0.816692  0.517960  -0.003318  0.001460  0.001309
-1.684997  0.818509  0.518011  -0.003332  0.001274  0.000444
-1.688544  0.820414  0.517388  -0.002846  0.000808  -0.000269
-1.691351  0.821954  0.516314  -0.001711  0.000227  -0.000957
-1.692681  0.822880  0.514712  -0.000235  -0.000209  -0.001808
-1.692374  0.823307  0.512434  0.001063  -0.000309  -0.002784
-1.690893  0.823632  0.509282  0.001832  -0.000109  -0.003700
-1.688816  0.824114  0.505277  0.002035  0.000201  -0.004424
-1.686668  0.824787  0.500491  0.001904  0.000396  -0.004975
-1.684758  0.825414  0.495189  0.001863  0.000311  -0.005390
-1.682866  0.825683  0.489632  0.002289  0.000018  -0.005741
-1.680440  0.825559  0.483912  0.003215  -0.000231  -0.006111
-1.677022  0.825208  0.477914  0.004334  -0.000393  -0.006533
-1.672487  0.824669  0.471428  0.005302  -0.000543  -0.006969
-1.666997  0.823908  0.464372  0.006083  -0.000737  -0.007274
-1.660632  0.822836  0.456942  0.006766  -0.001118  -0.007270
-1.653545  0.821085  0.449634  0.007370  -0.001784  -0.006949
-1.645902  0.818446  0.442744  0.007908  -0.002440  -0.006537
-1.637887  0.815279  0.436298  0.008308  -0.002699  -0.006334
-1.629745  0.812232  0.429927  0.008501  -0.002597  -0.006452
-1.621535  0.809517  0.423303  0.008549  -0.002478  -0.006718
-1.613180  0.806915  0.416256  0.008541  -0.002416  -0.006977
-1.604732  0.804424  0.408897  0.008510  -0.002178  -0.007177
-1.596495  0.802333  0.401492  0.008503  -0.001707  -0.007304
-1.588446  0.800820  0.394132  0.008385  -0.001291  -0.007416
-1.580631  0.799560  0.386598  0.008000  -0.001289  -0.007580
-1.572967  0.798015  0.378693  0.007447  -0.001703  -0.007629
-1.565300  0.795860  0.370714  0.006871  -0.002189  -0.007384
-1.557647  0.793314  0.363255  0.006213  -0.002409  -0.006948
-1.550509  0.790818  0.356656  0.005382  -0.002365  -0.006522
-1.544272  0.788550  0.350847  0.004532  -0.002300  -0.006086
-1.538962  0.786360  0.345667  0.003739  -0.002298  -0.005575
-1.534553  0.784157  0.340897  0.003001  -0.002185  -0.005091
-1.531026  0.782177  0.336408  0.002318  -0.001873  -0.004753
-1.528392  0.780520  0.331972  0.001802  -0.001535  -0.004563
-1.526306  0.779098  0.327566  0.001512  -0.001326  -0.004363
-1.524371  0.777743  0.323290  0.001296  -0.001182  -0.004082
-1.522492  0.776559  0.319448  0.000931  -0.000861  -0.003606
-1.520984  0.775906  0.316322  0.000146  -0.000305  -0.002847
-1.520530  0.775950  0.314154  -0.001132  0.000120  -0.001850
-1.521636  0.776291  0.312957  -0.002568  0.000070  -0.000705
-1.524124  0.776345  0.312796  -0.003697  -0.000486  0.000516
-1.527562  0.775677  0.313649  -0.004530  -0.001180  0.001560
-1.531868  0.774444  0.315197  -0.005286  -0.001506  0.002216
-1.537158  0.773207  0.317164  -0.006080  -0.001323  0.002563
-1.543434  0.772337  0.319333  -0.006820  -0.000865  0.002914
-1.550438  0.771933  0.321981  -0.007332  -0.000434  0.003608
-1.557670  0.771813  0.325409  -0.007638  -0.000164  0.004564
-1.564855  0.771824  0.329679  -0.007916  0.000039  0.005446
-1.572295  0.771995  0.334643  -0.008222  0.000296  0.006126
-1.580285  0.772420  0.340349  -0.008310  0.000699  0.006766
-1.588567  0.773347  0.346856  -0.008007  0.001275  0.007454
-1.596693  0.774919  0.354153  -0.007402  0.001786  0.008098
-1.604333  0.776909  0.361931  -0.006718  0.001978  0.008550
-1.611305  0.778875  0.369773  -0.006226  0.001853  0.008723
-1.617921  0.780531  0.377368  -0.006219  0.001603  0.008548
-1.624667  0.781860  0.384518  -0.006752  0.001424  0.008129
-1.631946  0.783053  0.391294  -0.007459  0.001381  0.007825
-1.639690  0.784283  0.398171  -0.007848  0.001453  0.007954
-1.647440  0.785670  0.405571  -0.007800  0.001574  0.008365
-1.655174  0.787186  0.413612  -0.007593  0.001594  0.008609
-1.663108  0.788633  0.421979  -0.007297  0.001554  0.008448
-1.670996  0.790067  0.430189  -0.006801  0.001658  0.007937
-1.678287  0.791668  0.437728  -0.006161  0.001941  0.007170
-1.684608  0.793610  0.444138  -0.005538  0.002283  0.006240
-1.689986  0.795919  0.449271  -0.005056  0.002445  0.005314
-1.694776  0.798355  0.453350  -0.004736  0.002306  0.004476
-1.699369  0.800715  0.456588  -0.004536  0.002060  0.003656
-1.703950  0.803043  0.459005  -0.004327  0.001898  0.002816
-1.708484  0.805350  0.460760  -0.003971  0.001814  0.002014
-1.712552  0.807488  0.461968  -0.003350  0.001666  0.001235
-1.715684  0.809163  0.462586  -0.002536  0.001399  0.000322
-1.717779  0.810334  0.462341  -0.001738  0.001079  -0.000723
-1.719078  0.811094  0.461159  -0.001021  0.000741  -0.001738
-1.719769  0.811552  0.459152  -0.000228  0.000547  -0.002632
-1.719736  0.811998  0.456461  0.000885  0.000719  -0.003507
-1.718581  0.812831  0.452935  0.002278  0.001179  -0.004491
-1.716020  0.814148  0.448312  0.003631  0.001565  -0.005624
-1.712166  0.815710  0.442301  0.004719  0.001628  -0.006797
-1.707150  0.817183  0.434888  0.005560  0.001309  -0.007798
-1.701255  0.818206  0.426432  0.006158  0.000729  -0.008530
-1.694832  0.818624  0.417332  0.006561  -0.000005  -0.008968
-1.688165  0.818264  0.408039  0.006979  -0.000746  -0.009087
-1.681158  0.817277  0.398901  0.007657  -0.001290  -0.008815
-1.673425  0.815886  0.390324  0.008646  -0.001624  -0.008256
-1.664697  0.814279  0.382403  0.009692  -0.001826  -0.007713
-1.655061  0.812523  0.374935  0.010436  -0.002008  -0.007544
-1.644903  0.810571  0.367295  0.010720  -0.002151  -0.007890
-1.634565  0.808513  0.358987  0.010711  -0.002078  -0.008524
-1.624137  0.806669  0.349882  0.010754  -0.001790  -0.008982
-1.613414  0.805156  0.340440  0.011037  -0.001563  -0.008963
-1.602296  0.803772  0.331245  0.011378  -0.001600  -0.008648
-1.590930  0.802191  0.322391  0.011471  -0.001886  -0.008398
-1.579658  0.800202  0.313663  0.011223  -0.002264  -0.008353
-1.568764  0.797806  0.304872  0.010760  -0.002600  -0.008375
-1.558321  0.795081  0.296096  0.010243  -0.002876  -0.008263
-1.548354  0.792067  0.287559  0.009794  -0.003054  -0.007871
-1.538598  0.788883  0.279537  0.009475  -0.003047  -0.007160
-1.528975  0.785738  0.272293  0.009149  -0.002833  -0.006334
-1.519747  0.782878  0.265812  0.008576  -0.002445  -0.005706
-1.511281  0.780465  0.259744  0.007699  -0.002063  -0.005347
-1.503799  0.778378  0.253919  0.006652  -0.001806  -0.005080
-1.497448  0.776502  0.248541  0.005615  -0.001669  -0.004757
-1.492217  0.774694  0.243847  0.004656  -0.001660  -0.004381
-1.488022  0.772752  0.239720  0.003724  -0.001742  -0.004045
-1.484716  0.770619  0.235793  0.002720  -0.001718  -0.003785
-1.482345  0.768613  0.231798  0.001560  -0.001303  -0.003500
-1.481153  0.767356  0.227938  0.000226  -0.000529  -0.002919
-1.481229  0.767055  0.224712  -0.001189  0.000302  -0.001835
-1.482573  0.767573  0.222694  -0.002578  0.000878  -0.000497
-1.485189  0.768458  0.221937  -0.003844  0.001103  0.000573
-1.489106  0.769467  0.222047  -0.004892  0.001052  0.001216
-1.494195  0.770402  0.222719  -0.005651  0.000746  0.001790
-1.500059  0.771074  0.224061  -0.006153  0.000259  0.002647
-1.506174  0.771319  0.226299  -0.006601  -0.000274  0.003714
-1.512448  0.771061  0.229476  -0.007237  -0.000667  0.004678
-1.519373  0.770437  0.233563  -0.008022  -0.000845  0.005474
-1.527341  0.769585  0.238682  -0.008677  -0.000759  0.006251
-1.536213  0.768865  0.244904  -0.009019  -0.000377  0.007058
-1.545331  0.768589  0.251981  -0.009127  0.000302  0.007762
-1.554271  0.769139  0.259456  -0.009186  0.001170  0.008230
-1.563020  0.770604  0.267096  -0.009195  0.001929  0.008577
-1.571771  0.772789  0.275130  -0.009074  0.002370  0.009018
-1.580502  0.775290  0.283825  -0.008787  0.002437  0.009626
-1.588966  0.777713  0.293207  -0.008475  0.002317  0.010206
-1.597170  0.779979  0.302978  -0.008283  0.002298  0.010510
-1.605319  0.782354  0.312943  -0.008192  0.002549  0.010466
-1.613551  0.785158  0.322863  -0.008052  0.002937  0.010205
-1.621676  0.788355  0.332662  -0.007742  0.003127  0.009901
-1.629414  0.791530  0.342197  -0.007262  0.002956  0.009619
-1.636501  0.794300  0.351428  -0.006718  0.002475  0.009309
-1.642949  0.796381  0.360232  -0.006303  0.001965  0.008843
-1.648883  0.797954  0.368387  -0.006116  0.001752  0.008191
-1.654578  0.799449  0.375778  -0.006081  0.001944  0.007486
-1.660268  0.801401  0.382616  -0.005996  0.002336  0.006896
-1.666025  0.803911  0.389219  -0.005803  0.002511  0.006367
-1.671779  0.806532  0.395510  -0.005467  0.002292  0.005742
-1.677143  0.808813  0.401261  -0.004950  0.001903  0.004861
-1.681669  0.810619  0.405978  -0.004341  0.001674  0.003650
-1.685312  0.812231  0.409334  -0.003795  0.001779  0.002199
-1.688312  0.813895  0.411043  -0.003332  0.002143  0.000767
-1.690961  0.815858  0.411221  -0.002802  0.002567  -0.000294
-1.693288  0.818121  0.410390  -0.001987  0.002764  -0.000916
-1.694861  0.820398  0.409023  -0.000786  0.002606  -0.001445
-1.695197  0.822328  0.407124  0.000664  0.002229  -0.002301
-1.694110  0.823774  0.404427  0.002018  0.001919  -0.003607
-1.691890  0.824991  0.400477  0.002994  0.001782  -0.005155
-1.688822  0.826190  0.394921  0.003708  0.001661  -0.006571
-1.684973  0.827412  0.387884  0.004344  0.001434  -0.007679
-1.680400  0.828498  0.379704  0.004953  0.001030  -0.008483
-1.675318  0.829244  0.370899  0.005643  0.000435  -0.008973
-1.669567  0.829388  0.361880  0.006597  -0.000291  -0.009177
-1.662749  0.828852  0.352777  0.007751  -0.000949  -0.009198
-1.654756  0.827801  0.343687  0.008839  -0.001450  -0.009174
-1.645706  0.826275  0.334552  0.009694  -0.001755  -0.009160
-1.635758  0.824457  0.325332  0.010341  -0.001691  -0.009142
-1.625148  0.822711  0.316146  0.010853  -0.001269  -0.009092
-1.614062  0.821306  0.307138  0.011308  -0.000880  -0.008918
-1.602543  0.820032  0.298474  0.011772  -0.000924  -0.008586
-1.590569  0.818509  0.290170  0.012173  -0.001306  -0.008247
-1.578312  0.816692  0.282027  0.012382  -0.001690  -0.008088
-1.566042  0.814711  0.273830  0.012394  -0.001981  -0.008061
-1.553892  0.812574  0.265585  0.012282  -0.002209  -0.008008
-1.541796  0.810248  0.257293  0.012092  -0.002309  -0.007854
-1.529812  0.807910  0.249099  0.011815  -0.002164  -0.007611
-1.518113  0.805833  0.241137  0.011452  -0.001860  -0.007297
-1.506786  0.804080  0.233519  0.010942  -0.001690  -0.006985
-1.496152  0.802383  0.226273  0.010246  -0.001900  -0.006736
-1.486227  0.800285  0.219278  0.009468  -0.002392  -0.006449
-1.476887  0.797608  0.212564  0.008744  -0.002799  -0.005985
-1.467981  0.794605  0.206299  0.008079  -0.002875  -0.005344
-1.459693  0.791676  0.200690  0.007346  -0.002635  -0.004689
-1.452375  0.789150  0.195776  0.006464  -0.002218  -0.004185
-1.446261  0.787135  0.191393  0.005416  -0.001792  -0.003899
-1.441431  0.785562  0.187308  0.004210  -0.001554  -0.003754
-1.437899  0.784092  0.183379  0.002894  -0.001657  -0.003550
-1.435756  0.782409  0.179758  0.001544  -0.002010  -0.003070
-1.434935  0.780365  0.176708  0.000245  -0.002287  -0.002397
-1.435450  0.778247  0.174306  -0.000923  -0.002108  -0.001914
-1.437084  0.776567  0.172219  -0.001773  -0.001412  -0.001925
-1.439460  0.775707  0.170113  -0.002334  -0.000497  -0.002266
-1.442275  0.775680  0.168001  -0.002996  0.000298  -0.002351
-1.445872  0.776280  0.166368  -0.004152  0.000902  -0.001687
-1.450858  0.777386  0.165804  -0.005668  0.001459  -0.000252
-1.457322  0.778953  0.166646  -0.007059  0.001894  0.001564
-1.464902  0.780684  0.169035  -0.007979  0.001900  0.003393
-1.473072  0.782039  0.173008  -0.008437  0.001303  0.004990
-1.481603  0.782547  0.178368  -0.008648  0.000420  0.006213
-1.490300  0.782301  0.184713  -0.008737  -0.000171  0.007019
-1.498998  0.781832  0.191554  -0.008780  -0.000094  0.007537
-1.507488  0.781830  0.198635  -0.008738  0.000500  0.008013
-1.515717  0.782535  0.206073  -0.008616  0.001132  0.008586
-1.523718  0.783800  0.214117  -0.008453  0.001550  0.009219
-1.531716  0.785440  0.222978  -0.008310  0.001747  0.009754
-1.539826  0.787308  0.232526  -0.008141  0.001854  0.010109
-1.547829  0.789364  0.242457  -0.007827  0.001975  0.010306
-1.555404  0.791589  0.252502  -0.007253  0.002177  0.010449
-1.562227  0.794078  0.262693  -0.006483  0.002420  0.010575
-1.568247  0.796757  0.272952  -0.005773  0.002542  0.010599
-1.573638  0.799403  0.283084  -0.005280  0.002455  0.010489
-1.578633  0.801785  0.292903  -0.004999  0.002252  0.010232
-1.583451  0.803931  0.302348  -0.004811  0.002098  0.009880
-1.588132  0.805962  0.311405  -0.004537  0.001884  0.009524
-1.592515  0.807699  0.320120  -0.004163  0.001490  0.009215
-1.596590  0.809023  0.328584  -0.003930  0.001103  0.008814
-1.600711  0.810191  0.336767  -0.004002  0.001054  0.008170
-1.605196  0.811722  0.344511  -0.004259  0.001392  0.007240
-1.609929  0.813800  0.351395  -0.004467  0.001786  0.006059
-1.614603  0.816114  0.356976  -0.004478  0.001968  0.004726
-1.619026  0.818353  0.361072  -0.004233  0.001966  0.003361
-1.623124  0.820437  0.363811  -0.003660  0.001907  0.002061
-1.626560  0.822333  0.365400  -0.002784  0.001790  0.000796
-1.629021  0.823875  0.365867  -0.001834  0.001588  -0.000473
-1.630486  0.825018  0.365122  -0.001048  0.001322  -0.001681
-1.631232  0.825828  0.363307  -0.000484  0.001098  -0.002746
-1.631470  0.826518  0.360610  0.000040  0.001077  -0.003735
-1.631162  0.827344  0.357114  0.000790  0.001330  -0.004751
-1.630039  0.828578  0.352599  0.001776  0.001732  -0.005840
