# x/R,  y/R,  z/R,  Fx (mN),  Fy (mN),  Fz (mN)
0.164831  -0.490990  -0.630048  0.030468  -0.039162  -0.014820
0.197529  -0.526365  -0.649801  0.035969  -0.033177  -0.017979
0.234913  -0.555525  -0.672472  0.040287  -0.026440  -0.020756
0.275877  -0.577714  -0.697550  0.043512  -0.019066  -0.022847
0.319686  -0.592504  -0.724375  0.045806  -0.011237  -0.024021
0.365526  -0.599669  -0.751944  0.047160  -0.003104  -0.024325
0.412029  -0.599026  -0.779332  0.047555  0.005056  -0.024093
0.458090  -0.590640  -0.806070  0.047074  0.012781  -0.023584
0.503131  -0.574920  -0.832138  0.045773  0.019758  -0.022752
0.546936  -0.552357  -0.857438  0.043543  0.026156  -0.021316
0.588627  -0.523305  -0.881337  0.040124  0.032236  -0.019235
0.626602  -0.488253  -0.903115  0.035487  0.037873  -0.016713
0.659331  -0.448151  -0.922179  0.029903  0.042684  -0.013752
0.685976  -0.404070  -0.937940  0.023789  0.046460  -0.010281
0.706263  -0.356907  -0.949939  0.017393  0.049181  -0.006450
0.720104  -0.307639  -0.958040  0.010777  0.050778  -0.002618
0.727360  -0.257409  -0.962513  0.003846  0.051234  0.001010
0.727635  -0.207285  -0.963555  -0.003333  0.050565  0.004689
0.720951  -0.158431  -0.960952  -0.010530  0.048773  0.008718
0.707470  -0.112186  -0.954353  -0.017557  0.045874  0.012944
0.687502  -0.069720  -0.943771  -0.024288  0.041954  0.016970
0.661185  -0.031788  -0.929481  -0.030572  0.037057  0.020556
0.628866  0.001014  -0.911842  -0.036195  0.031163  0.023559
0.591100  0.027874  -0.891429  -0.041031  0.024312  0.025811
0.548681  0.047900  -0.869043  -0.044822  0.016734  0.027261
0.503060  0.060455  -0.845560  -0.047281  0.008757  0.028086
0.455900  0.065175  -0.821587  -0.048275  0.000618  0.028515
0.408735  0.061830  -0.797454  -0.047968  -0.007453  0.028540
0.362435  0.050600  -0.773538  -0.046623  -0.015148  0.027989
0.317728  0.032006  -0.750362  -0.044395  -0.022215  0.026781
0.275378  0.006783  -0.728581  -0.041264  -0.028649  0.024915
0.236533  -0.024388  -0.708909  -0.037209  -0.034533  0.022481
0.202203  -0.060861  -0.691928  -0.032320  -0.039844  0.019632
0.173230  -0.102046  -0.677979  -0.026783  -0.044403  0.016454
0.149999  -0.147281  -0.667352  -0.020879  -0.048040  0.012938
0.132634  -0.195672  -0.660310  -0.014667  -0.050645  0.009175
0.121488  -0.246140  -0.657003  -0.008084  -0.052119  0.005297
0.116991  -0.297502  -0.657534  -0.001102  -0.052386  0.001378
0.119492  -0.348596  -0.661886  0.006149  -0.051379  -0.002510
0.129080  -0.398043  -0.669973  0.013479  -0.049041  -0.006349
0.145707  -0.444395  -0.681701  0.020558  -0.045452  -0.010177
0.168851  -0.486461  -0.697064  0.026977  -0.040894  -0.013987
0.197693  -0.523479  -0.715984  0.032520  -0.035590  -0.017481
0.231519  -0.554925  -0.738033  0.037324  -0.029530  -0.020200
0.269959  -0.580156  -0.762379  0.041587  -0.022618  -0.021927
0.312548  -0.598482  -0.788100  0.045103  -0.015009  -0.022835
0.358153  -0.609288  -0.814461  0.047486  -0.007052  -0.023255
0.405286  -0.612334  -0.840995  0.048510  0.000925  -0.023433
0.452616  -0.607606  -0.867572  0.048218  0.008756  -0.023389
0.499111  -0.595257  -0.893987  0.046832  0.016313  -0.022824
0.544028  -0.575550  -0.919624  0.044578  0.023453  -0.021464
0.586591  -0.548956  -0.943638  0.041550  0.029969  -0.019347
0.625952  -0.516316  -0.965321  0.037738  0.035665  -0.016698
0.661134  -0.478521  -0.984174  0.033070  0.040486  -0.013785
0.691269  -0.436510  -1.000076  0.027515  0.044477  -0.010798
0.715441  -0.391063  -1.012977  0.021242  0.047668  -0.007773
0.733112  -0.343081  -1.022847  0.014594  0.049952  -0.004630
0.744106  -0.293371  -1.029523  0.007818  0.051195  -0.001247
0.748425  -0.242889  -1.032752  0.000879  0.051278  0.002379
0.745973  -0.192910  -1.032411  -0.006414  0.050114  0.006195
0.736348  -0.145040  -1.028322  -0.014010  0.047685  0.010217
0.719365  -0.100567  -1.020258  -0.021476  0.044100  0.014381
0.695281  -0.060285  -1.008111  -0.028305  0.039523  0.018368
0.664761  -0.024749  -0.992213  -0.034241  0.034057  0.021750
0.628636  0.005370  -0.973303  -0.039237  0.027708  0.024307
0.587998  0.029103  -0.952289  -0.043177  0.020629  0.026209
0.544302  0.045734  -0.929776  -0.045916  0.013025  0.027666
0.498823  0.054607  -0.906206  -0.047485  0.005017  0.028597
0.452370  0.055358  -0.882037  -0.048031  -0.003283  0.028829
0.405593  0.047859  -0.857879  -0.047641  -0.011517  0.028263
0.359312  0.032480  -0.834490  -0.046323  -0.019191  0.026983
0.314657  0.010029  -0.812597  -0.043937  -0.026135  0.025131
0.272964  -0.018777  -0.792803  -0.040411  -0.032441  0.022800
0.235353  -0.053492  -0.775563  -0.035722  -0.038167  0.020115
0.202896  -0.093703  -0.761072  -0.029953  -0.043128  0.017232
0.176422  -0.138518  -0.749399  -0.023464  -0.047095  0.014212
0.156477  -0.186676  -0.740686  -0.016665  -0.049880  0.010965
0.143326  -0.236665  -0.735302  -0.009931  -0.051441  0.007283
0.136749  -0.287224  -0.733797  -0.003319  -0.051845  0.003162
0.136680  -0.337367  -0.736465  0.003438  -0.051158  -0.001067
0.143408  -0.386268  -0.743221  0.010512  -0.049410  -0.005121
0.157138  -0.432998  -0.753769  0.017679  -0.046544  -0.008939
0.177723  -0.476383  -0.767902  0.024528  -0.042598  -0.012490
0.204771  -0.515469  -0.785361  0.030697  -0.037637  -0.015623
0.237518  -0.549367  -0.805705  0.036023  -0.031710  -0.018212
0.275100  -0.577217  -0.828342  0.040447  -0.025024  -0.020264
0.316364  -0.598299  -0.852667  0.043840  -0.017885  -0.021859
0.360130  -0.612200  -0.878190  0.046230  -0.010506  -0.022963
0.405644  -0.618748  -0.904432  0.047736  -0.002958  -0.023443
0.452330  -0.617790  -0.930862  0.048404  0.004706  -0.023151
0.499613  -0.609269  -0.956772  0.048117  0.012368  -0.022096
0.546482  -0.593243  -0.981537  0.046593  0.019890  -0.020500
0.591345  -0.569974  -1.004637  0.043670  0.027109  -0.018619
0.632620  -0.539851  -1.025814  0.039485  0.033704  -0.016608
0.669214  -0.503632  -1.044972  0.034345  0.039339  -0.014431
0.700407  -0.462355  -1.061907  0.028578  0.043906  -0.011959
0.725694  -0.417231  -1.076214  0.022533  0.047375  -0.009048
0.744893  -0.369485  -1.087329  0.016360  0.049741  -0.005647
0.757850  -0.319946  -1.094786  0.009762  0.051003  -0.001955
0.764027  -0.269518  -1.098551  0.002455  0.051199  0.001686
0.762793  -0.219368  -1.098890  -0.005298  0.050376  0.005163
0.753967  -0.170776  -1.095935  -0.012740  0.048543  0.008659
0.738341  -0.124818  -1.089584  -0.019329  0.045705  0.012364
0.716803  -0.082392  -1.079591  -0.025246  0.041762  0.016127
0.689684  -0.044520  -1.066038  -0.030958  0.036490  0.019495
0.656865  -0.012414  -1.049467  -0.036490  0.029952  0.022182
0.618527  0.013082  -1.030471  -0.041267  0.022667  0.024270
0.575853  0.031586  -1.009560  -0.044607  0.015154  0.026004
0.530907  0.042901  -0.987148  -0.046324  0.007541  0.027503
0.485412  0.046747  -0.963590  -0.046852  -0.000216  0.028522
0.440148  0.042924  -0.939521  -0.046638  -0.008010  0.028684
0.395531  0.031471  -0.915808  -0.045800  -0.015625  0.027884
0.351851  0.012615  -0.893194  -0.044201  -0.022901  0.026281
0.309769  -0.013451  -0.872272  -0.041625  -0.029680  0.024053
0.270251  -0.046142  -0.853575  -0.037942  -0.035752  0.021324
0.234647  -0.084466  -0.837646  -0.033137  -0.040954  0.018313
0.204380  -0.127247  -0.824777  -0.027338  -0.045190  0.015277
0.180457  -0.173368  -0.814953  -0.020839  -0.048402  0.012158
0.163303  -0.221839  -0.808373  -0.014002  -0.050579  0.008729
0.153049  -0.271819  -0.805386  -0.007069  -0.051699  0.004874
0.149598  -0.322442  -0.806412  -0.000172  -0.051638  0.000605
0.152764  -0.372530  -0.811733  0.006817  -0.050282  -0.003863
0.162737  -0.420577  -0.821359  0.014117  -0.047594  -0.008141
0.179841  -0.465101  -0.834838  0.021596  -0.043765  -0.011819
0.204125  -0.505170  -0.851457  0.028690  -0.039087  -0.014771
0.235024  -0.540318  -0.870647  0.034758  -0.033776  -0.017220
0.271478  -0.570264  -0.892211  0.039514  -0.027843  -0.019460
0.312031  -0.594313  -0.915953  0.043069  -0.021128  -0.021447
0.355433  -0.611466  -0.941359  0.045689  -0.013617  -0.022853
0.400954  -0.620838  -0.967721  0.047517  -0.005539  -0.023322
0.448035  -0.622124  -0.994092  0.048459  0.002754  -0.022870
0.495738  -0.615362  -1.019797  0.048259  0.010889  -0.021949
0.542501  -0.600943  -1.044456  0.046832  0.018539  -0.020894
0.587103  -0.579332  -1.067949  0.044323  0.025554  -0.019629
0.628859  -0.550938  -1.090053  0.040909  0.031867  -0.017866
0.667260  -0.516339  -1.110315  0.036657  0.037414  -0.015605
0.701344  -0.476491  -1.128314  0.031627  0.042053  -0.013067
0.730142  -0.432818  -1.143745  0.025954  0.045683  -0.010284
0.752849  -0.386386  -1.156186  0.019726  0.048353  -0.007131
0.769011  -0.337975  -1.165254  0.013027  0.050096  -0.003626
0.778360  -0.288322  -1.170749  0.005848  0.050829  0.000077
0.780419  -0.238590  -1.172575  -0.001778  0.050453  0.003906
0.774946  -0.189915  -1.170656  -0.009571  0.048998  0.007816
0.762024  -0.143441  -1.164979  -0.017131  0.046499  0.011652
0.742142  -0.100262  -1.155734  -0.024160  0.042929  0.015237
0.715651  -0.061235  -1.143098  -0.030508  0.038204  0.018566
0.682959  -0.027080  -1.127121  -0.036065  0.032294  0.021618
0.644805  0.001347  -1.108137  -0.040606  0.025392  0.024311
0.602907  0.022933  -1.086812  -0.043934  0.017930  0.026554
0.558977  0.037009  -1.063927  -0.046124  0.010294  0.028175
0.513872  0.043319  -1.040073  -0.047345  0.002613  0.028936
0.467834  0.041938  -1.015864  -0.047725  -0.005207  0.028668
0.421292  0.032731  -0.992133  -0.047239  -0.013129  0.027421
0.375317  0.015829  -0.969846  -0.045743  -0.020743  0.025491
0.331259  -0.008165  -0.949621  -0.043063  -0.027706  0.023302
0.290550  -0.038557  -0.931606  -0.039120  -0.033936  0.021097
0.254434  -0.074646  -0.915788  -0.034074  -0.039438  0.018836
0.223797  -0.115820  -0.902274  -0.028268  -0.044101  0.016300
0.199058  -0.161192  -0.891402  -0.022035  -0.047749  0.013359
0.180517  -0.209541  -0.883564  -0.015512  -0.050305  0.009957
0.168550  -0.259540  -0.879326  -0.008709  -0.051768  0.006062
0.163481  -0.310255  -0.879180  -0.001679  -0.052101  0.001874
0.165444  -0.360833  -0.883246  0.005525  -0.051190  -0.002276
0.174521  -0.410167  -0.891279  0.012776  -0.048925  -0.006279
0.190557  -0.456699  -0.903120  0.019717  -0.045335  -0.010248
0.212932  -0.498919  -0.918710  0.026037  -0.040663  -0.014068
0.240922  -0.535864  -0.937709  0.031673  -0.035191  -0.017310
0.273962  -0.566972  -0.959371  0.036664  -0.029090  -0.019698
0.311555  -0.591835  -0.982929  0.040985  -0.022415  -0.021311
0.353080  -0.610008  -1.007782  0.044485  -0.015211  -0.022257
0.397759  -0.620998  -1.033350  0.046976  -0.007509  -0.022581
0.444600  -0.624280  -1.059101  0.048297  0.000517  -0.022450
0.492366  -0.619724  -1.084719  0.048331  0.008472  -0.022058
0.539533  -0.607595  -1.109887  0.047160  0.015974  -0.021327
0.584921  -0.588458  -1.134070  0.045003  0.022827  -0.020067
0.627695  -0.562913  -1.156711  0.041895  0.029064  -0.018294
0.667008  -0.531405  -1.177448  0.037675  0.034788  -0.016221
0.701692  -0.494391  -1.196135  0.032402  0.039949  -0.013898
0.730823  -0.452615  -1.212405  0.026507  0.044311  -0.011154
0.753957  -0.407139  -1.225708  0.020334  0.047666  -0.007853
0.770864  -0.359024  -1.235426  0.013952  0.049913  -0.004199
0.781349  -0.309381  -1.241469  0.007290  0.051073  -0.000592
0.785122  -0.259191  -1.244045  0.000349  0.051093  0.002915
0.781986  -0.209563  -1.243168  -0.006857  0.049882  0.006540
0.771745  -0.161744  -1.238662  -0.014223  0.047483  0.010388
0.754507  -0.116969  -1.230389  -0.021373  0.044033  0.014193
0.730716  -0.076323  -1.218660  -0.027894  0.039589  0.017702
0.701072  -0.040706  -1.203738  -0.033676  0.034065  0.020851
0.665998  -0.010998  -1.185931  -0.038780  0.027443  0.023526
0.625989  0.011968  -1.165656  -0.043006  0.019952  0.025606
0.582147  0.027524  -1.143575  -0.046066  0.012012  0.027089
0.535932  0.035390  -1.120312  -0.047813  0.004024  0.028020
0.488818  0.035531  -1.096480  -0.048296  -0.003753  0.028361
0.441835  0.028134  -1.072618  -0.047619  -0.011286  0.028026
0.395910  0.013404  -1.049343  -0.045839  -0.018668  0.026934
0.352089  -0.008518  -1.027433  -0.043029  -0.025857  0.025161
0.311531  -0.037268  -1.007548  -0.039249  -0.032590  0.022902
0.275236  -0.072185  -0.990113  -0.034660  -0.038547  0.020317
0.243815  -0.112530  -0.975361  -0.029495  -0.043538  0.017410
0.217642  -0.157323  -0.963616  -0.023922  -0.047452  0.014037
0.197045  -0.205486  -0.955419  -0.017937  -0.050245  0.010245
0.182563  -0.255886  -0.951094  -0.011411  -0.051904  0.006251
0.174748  -0.307486  -0.950745  -0.004319  -0.052394  0.002273
0.174074  -0.359002  -0.954190  0.003089  -0.051679  -0.001532
0.180576  -0.408923  -0.961164  0.010402  -0.049782  -0.005186
0.193983  -0.455845  -0.971554  0.017456  -0.046717  -0.008735
0.214195  -0.498838  -0.985318  0.024224  -0.042519  -0.012103
0.241088  -0.537386  -1.002371  0.030504  -0.037446  -0.015113
0.273967  -0.571021  -1.022240  0.035899  -0.031715  -0.017650
0.311374  -0.598963  -1.044285  0.040182  -0.025268  -0.019730
0.352125  -0.620107  -1.067996  0.043489  -0.017937  -0.021371
0.395595  -0.633552  -1.093068  0.045924  -0.009828  -0.022434
0.441225  -0.638829  -1.118962  0.047410  -0.001425  -0.022761
0.488045  -0.636003  -1.144950  0.047813  0.006768  -0.022394
0.534789  -0.625433  -1.170322  0.047104  0.014451  -0.021467
0.580322  -0.607667  -1.194560  0.045271  0.021464  -0.020159
0.623535  -0.583328  -1.217410  0.042371  0.027756  -0.018544
0.663561  -0.553013  -1.238588  0.038489  0.033421  -0.016491
0.699424  -0.517343  -1.257561  0.033692  0.038513  -0.013894
0.730179  -0.477075  -1.273722  0.028229  0.042924  -0.010924
0.755172  -0.433096  -1.286786  0.022404  0.046445  -0.007889
0.774200  -0.386345  -1.296834  0.016273  0.048927  -0.004940
0.786964  -0.337705  -1.304012  0.009694  0.050360  -0.001968
0.793069  -0.288029  -1.308239  0.002570  0.050713  0.001311
0.792040  -0.238488  -1.309096  -0.005095  0.049817  0.005161
0.783478  -0.190673  -1.305962  -0.013018  0.047641  0.009531
0.767316  -0.145890  -1.298448  -0.020682  0.044415  0.013905
0.743922  -0.104904  -1.286821  -0.027552  0.040362  0.017614
0.714122  -0.068106  -1.271947  -0.033382  0.035496  0.020436
0.678843  -0.036164  -1.254573  -0.038201  0.029714  0.022672
0.639225  -0.010057  -1.235155  -0.042037  0.022977  0.024622
0.596704  0.009080  -1.214118  -0.044934  0.015414  0.026219
0.552323  0.020394  -1.192028  -0.047011  0.007252  0.027251
0.506579  0.023315  -1.169366  -0.048233  -0.001233  0.027663
0.459854  0.017779  -1.146448  -0.048354  -0.009695  0.027608
0.413105  0.004022  -1.123460  -0.047227  -0.017929  0.027105
0.367680  -0.017602  -1.101019  -0.044926  -0.025807  0.025927
0.325102  -0.046402  -1.080114  -0.041568  -0.033249  0.024024
0.286651  -0.081791  -1.061554  -0.037250  -0.040180  0.021565
0.253232  -0.123359  -1.045801  -0.032058  -0.046452  0.018761
0.225369  -0.170911  -1.032970  -0.026109  -0.051778  0.015705
0.203425  -0.223942  -1.023189  -0.019553  -0.055752  0.012328
0.187832  -0.281354  -1.016775  -0.012594  -0.057992  0.008552
0.178866  -0.341018  -1.014122  -0.005436  -0.058283  0.004424
0.176807  -0.399850  -1.015488  0.001760  -0.056696  0.000055
0.181660  -0.454931  -1.021036  0.008979  -0.053509  -0.004331
0.193774  -0.504934  -1.030723  0.016255  -0.049129  -0.008456
0.213173  -0.549851  -1.044294  0.023256  -0.043995  -0.012204
0.239150  -0.589665  -1.061285  0.029479  -0.038508  -0.015427
0.270519  -0.624180  -1.080966  0.034665  -0.032888  -0.017920
0.306442  -0.653230  -1.102675  0.038918  -0.026908  -0.019661
0.346239  -0.676372  -1.125861  0.042354  -0.020131  -0.020934
0.389052  -0.692618  -1.150297  0.044955  -0.012516  -0.021954
0.433943  -0.701060  -1.175659  0.046643  -0.004479  -0.022528
0.479998  -0.701550  -1.201343  0.047353  0.003530  -0.022387
0.526389  -0.694311  -1.226598  0.047043  0.011253  -0.021507
0.572030  -0.679646  -1.250723  0.045653  0.018541  -0.020162
0.615865  -0.658038  -1.273442  0.043159  0.025309  -0.018531
0.656752  -0.630097  -1.294433  0.039660  0.031492  -0.016601
0.693780  -0.596349  -1.313395  0.035295  0.037043  -0.014314
0.726118  -0.557428  -1.329915  0.030154  0.041833  -0.011629
0.753141  -0.514165  -1.343678  0.024311  0.045754  -0.008665
0.774063  -0.467528  -1.354452  0.017855  0.048715  -0.005574
0.788333  -0.418546  -1.362154  0.011084  0.050541  -0.002341
0.795885  -0.368372  -1.366582  0.004136  0.051101  0.001082
0.796531  -0.318340  -1.367601  -0.003252  0.050312  0.004620
0.789709  -0.269917  -1.365169  -0.011068  0.048222  0.008293
0.775241  -0.224392  -1.359133  -0.018813  0.044972  0.012115
0.753583  -0.182881  -1.349452  -0.025983  0.040688  0.015917
0.725368  -0.146220  -1.336191  -0.032395  0.035503  0.019309
0.691160  -0.114959  -1.319904  -0.037975  0.029584  0.022014
0.651743  -0.089517  -1.301179  -0.042470  0.023091  0.024160
0.608392  -0.070362  -1.280446  -0.045667  0.015977  0.025901
0.562659  -0.058324  -1.258200  -0.047722  0.008103  0.027120
0.515608  -0.054296  -1.235181  -0.048825  -0.000307  0.027601
0.467997  -0.058682  -1.212117  -0.048905  -0.008610  0.027401
0.420547  -0.071124  -1.189399  -0.047818  -0.016322  0.026751
0.374313  -0.090946  -1.167271  -0.045440  -0.023375  0.025751
0.330803  -0.117401  -1.146166  -0.041885  -0.029831  0.024224
0.291414  -0.149777  -1.126946  -0.037482  -0.035640  0.021970
0.256914  -0.187350  -1.110412  -0.032440  -0.040650  0.019034
0.227787  -0.229377  -1.097115  -0.026821  -0.044796  0.015664
0.204440  -0.275119  -1.087255  -0.020786  -0.048033  0.012086
0.187076  -0.323503  -1.080945  -0.014454  -0.050264  0.008410
0.176056  -0.373319  -1.078250  -0.007818  -0.051457  0.004731
0.171726  -0.423565  -1.079162  -0.000817  -0.051583  0.001020
0.174480  -0.473416  -1.083778  0.006471  -0.050530  -0.002843
0.184453  -0.521841  -1.092297  0.013791  -0.048189  -0.006832
0.201449  -0.567444  -1.104683  0.020868  -0.044555  -0.010665
0.225043  -0.608804  -1.120558  0.027468  -0.039783  -0.014002
0.254673  -0.644830  -1.139287  0.033426  -0.034064  -0.016591
0.289713  -0.674808  -1.160098  0.038597  -0.027645  -0.018380
0.329411  -0.698286  -1.182318  0.042804  -0.020752  -0.019543
0.372692  -0.714922  -1.205442  0.045818  -0.013401  -0.020331
0.418360  -0.724150  -1.229273  0.047583  -0.005530  -0.020911
0.465269  -0.725458  -1.253636  0.048168  0.002607  -0.021192
0.512398  -0.718803  -1.278179  0.047656  0.010506  -0.020962
0.558635  -0.704650  -1.302248  0.046076  0.017876  -0.020070
0.602881  -0.683576  -1.325139  0.043414  0.024690  -0.018586
0.644033  -0.655994  -1.346364  0.039685  0.030939  -0.016766
0.681091  -0.622547  -1.365750  0.035025  0.036415  -0.014782
0.713165  -0.584221  -1.383112  0.029645  0.040984  -0.012577
0.739564  -0.542031  -1.398117  0.023709  0.044686  -0.009951
0.759810  -0.496786  -1.410239  0.017384  0.047560  -0.006761
0.773629  -0.449282  -1.418910  0.010837  0.049568  -0.003053
0.780962  -0.400278  -1.423727  0.004186  0.050564  0.000910
0.781729  -0.350707  -1.424610  -0.002583  0.050328  0.004843
0.775864  -0.301865  -1.421728  -0.009663  0.048641  0.008588
0.762970  -0.255477  -1.415352  -0.017150  0.045431  0.012139
0.742680  -0.213182  -1.405626  -0.024616  0.040940  0.015509
0.715383  -0.175950  -1.392778  -0.031307  0.035685  0.018606
0.682251  -0.144167  -1.377153  -0.036742  0.029999  0.021323
0.644656  -0.118179  -1.359190  -0.041029  0.023789  0.023542
0.603391  -0.098588  -1.339370  -0.044457  0.016868  0.025251
0.559008  -0.085997  -1.318032  -0.046959  0.009268  0.026590
0.512466  -0.080948  -1.295414  -0.048332  0.001238  0.027565
0.465009  -0.083800  -1.271995  -0.048537  -0.006954  0.027887
0.417799  -0.094695  -1.248636  -0.047617  -0.015047  0.027228
0.371762  -0.113516  -1.226330  -0.045595  -0.022712  0.025640
0.327981  -0.139668  -1.205828  -0.042449  -0.029687  0.023515
0.287810  -0.172135  -1.187539  -0.038356  -0.035755  0.021102
0.252183  -0.209851  -1.171844  -0.033661  -0.040747  0.018459
0.221527  -0.251779  -1.158924  -0.028415  -0.044695  0.015634
0.196326  -0.297148  -1.148870  -0.022376  -0.047810  0.012652
0.177518  -0.345223  -1.141796  -0.015504  -0.050191  0.009389
0.165834  -0.395208  -1.138110  -0.008216  -0.051689  0.005731
0.161399  -0.446193  -1.138185  -0.000951  -0.052031  0.001779
0.163943  -0.496961  -1.142195  0.006162  -0.051028  -0.002282
0.173327  -0.546007  -1.150135  0.013158  -0.048681  -0.006307
0.189431  -0.591942  -1.161906  0.019968  -0.045046  -0.010085
0.212014  -0.633589  -1.177122  0.026516  -0.040217  -0.013286
0.240887  -0.669979  -1.195084  0.032640  -0.034385  -0.015808
0.275398  -0.700324  -1.215149  0.037908  -0.027859  -0.017907
0.314347  -0.724013  -1.237010  0.041999  -0.020924  -0.019743
0.356630  -0.740729  -1.260422  0.044947  -0.013735  -0.021057
0.401580  -0.750348  -1.284860  0.046857  -0.006277  -0.021635
0.448249  -0.752627  -1.309677  0.047652  0.001452  -0.021560
0.495258  -0.747375  -1.334223  0.047296  0.009276  -0.020883
0.541320  -0.734483  -1.357792  0.045848  0.016881  -0.019622
0.585453  -0.714256  -1.379908  0.043289  0.023938  -0.017994
0.626559  -0.687392  -1.400411  0.039580  0.030280  -0.016196
0.663439  -0.654650  -1.419117  0.034813  0.035908  -0.014148
0.695093  -0.616705  -1.435647  0.029316  0.040773  -0.011682
0.721124  -0.574413  -1.449554  0.023548  0.044687  -0.008903
0.741427  -0.528932  -1.460670  0.017780  0.047539  -0.006038
0.756052  -0.481432  -1.468944  0.011976  0.049343  -0.003075
0.764882  -0.432883  -1.474229  0.005802  0.050190  0.000107
0.767365  -0.384084  -1.476273  -0.001142  0.050048  0.003532
0.762582  -0.336006  -1.474879  -0.008921  0.048736  0.007134
0.749796  -0.289698  -1.469899  -0.016988  0.046219  0.010828
0.729224  -0.246254  -1.461322  -0.024486  0.042578  0.014539
0.701970  -0.206892  -1.449206  -0.030847  0.037880  0.018178
0.669342  -0.172745  -1.433687  -0.036175  0.032113  0.021473
0.632020  -0.144829  -1.415251  -0.040782  0.025321  0.024062
0.590520  -0.123935  -1.394678  -0.044631  0.017807  0.025803
0.545617  -0.110518  -1.372770  -0.047474  0.009911  0.026730
0.498361  -0.104896  -1.350281  -0.049124  0.001808  0.026942
0.449865  -0.107243  -1.327800  -0.049459  -0.006349  0.026644
0.401572  -0.117483  -1.305733  -0.048491  -0.014302  0.025973
0.354828  -0.135286  -1.284513  -0.046379  -0.021829  0.024866
0.310772  -0.160152  -1.264661  -0.043311  -0.028746  0.023251
0.270154  -0.191473  -1.246642  -0.039414  -0.034913  0.021225
0.233716  -0.228569  -1.230728  -0.034639  -0.040190  0.018957
0.202258  -0.270584  -1.217040  -0.028952  -0.044518  0.016404
0.176682  -0.316596  -1.205986  -0.022424  -0.047916  0.013351
0.157812  -0.365437  -1.198186  -0.015471  -0.050284  0.009815
0.145856  -0.415795  -1.194058  -0.008642  -0.051506  0.006036
0.140508  -0.466445  -1.193726  -0.002170  -0.051541  0.002127
0.141313  -0.516367  -1.197278  0.004240  -0.050408  -0.001898
0.148452  -0.564442  -1.204759  0.011038  -0.048113  -0.005898
0.162361  -0.609473  -1.215972  0.018328  -0.044629  -0.009582
0.183617  -0.650337  -1.230508  0.025699  -0.040013  -0.012642
0.212162  -0.686360  -1.247758  0.032450  -0.034458  -0.015020
0.247168  -0.716954  -1.267203  0.037948  -0.028182  -0.016953
0.286870  -0.741444  -1.288446  0.041895  -0.021334  -0.018667
0.329313  -0.759010  -1.311116  0.044517  -0.014007  -0.020100
0.373367  -0.769057  -1.334789  0.046173  -0.006372  -0.020983
0.418550  -0.771409  -1.358972  0.047027  0.001289  -0.021153
0.464450  -0.766302  -1.383121  0.047015  0.008711  -0.020710
0.510132  -0.754110  -1.406757  0.045977  0.015828  -0.019747
0.554430  -0.735092  -1.429278  0.043804  0.022675  -0.018255
0.596088  -0.709466  -1.450122  0.040517  0.029202  -0.016301
0.634101  -0.677542  -1.468888  0.036252  0.035127  -0.014088
0.667525  -0.640212  -1.485440  0.031235  0.040130  -0.011830
0.695676  -0.598590  -1.499743  0.025654  0.044081  -0.009509
0.717990  -0.553826  -1.511645  0.019547  0.047018  -0.006897
0.733953  -0.506726  -1.520723  0.012839  0.049013  -0.003764
0.742993  -0.458050  -1.526438  0.005483  0.050026  -0.000130
0.744594  -0.408768  -1.528433  -0.002252  0.049987  0.003701
0.738686  -0.360166  -1.526744  -0.009859  0.048867  0.007384
0.725717  -0.313533  -1.521675  -0.016961  0.046665  0.010875
0.706318  -0.269960  -1.513345  -0.023552  0.043368  0.014280
0.680773  -0.230357  -1.501774  -0.029837  0.038872  0.017582
0.649162  -0.195707  -1.487041  -0.035817  0.033092  0.020606
0.611651  -0.167076  -1.469435  -0.041126  0.026204  0.023209
0.569115  -0.145305  -1.449347  -0.045271  0.018537  0.025385
0.523036  -0.131057  -1.427263  -0.048023  0.010438  0.027032
0.475122  -0.124713  -1.403966  -0.049494  0.002285  0.027956
0.426657  -0.126258  -1.380334  -0.049923  -0.005622  0.028045
0.378361  -0.135474  -1.357114  -0.049401  -0.013143  0.027263
0.330730  -0.152062  -1.334965  -0.047837  -0.020314  0.025673
0.284684  -0.175768  -1.314506  -0.044993  -0.027213  0.023488
0.241809  -0.206196  -1.296261  -0.040747  -0.033681  0.021002
0.203744  -0.242621  -1.280495  -0.035296  -0.039402  0.018419
0.171712  -0.284026  -1.267355  -0.029112  -0.044093  0.015757
0.146143  -0.329203  -1.256955  -0.022751  -0.047543  0.012919
0.126913  -0.377004  -1.249514  -0.016433  -0.049755  0.009822
0.113887  -0.426452  -1.245252  -0.009965  -0.050850  0.006344
0.107294  -0.476552  -1.244598  -0.003195  -0.050917  0.002421
0.107405  -0.526130  -1.247934  0.003833  -0.049990  -0.001699
0.114468  -0.574091  -1.255251  0.010932  -0.048026  -0.005599
0.128406  -0.619420  -1.266137  0.017900  -0.044982  -0.008990
0.149046  -0.661165  -1.280024  0.024573  -0.040845  -0.011879
0.176054  -0.698359  -1.296538  0.030711  -0.035596  -0.014380
0.208851  -0.730063  -1.315372  0.036043  -0.029287  -0.016586
0.246365  -0.755287  -1.336217  0.040372  -0.022126  -0.018523
0.287358  -0.773198  -1.358670  0.043623  -0.014442  -0.020030
0.330813  -0.783355  -1.382225  0.045857  -0.006551  -0.020811
